Date-Hour(NMT),WindSpeed,Sunshine,AirPressure,Radiation,AirTemperature,RelativeAirHumidity,SystemProduction
15.11.2017-09:00,0.9,15,1011,7.1,-2.5,97,0
15.11.2017-10:00,1.8,10,1011.4,31,-1,99,0
15.11.2017-11:00,1.1,0,1012.3,48.1,-1.3,98,0
15.11.2017-12:00,1.5,31,1013,132,0,98,341.1667
15.11.2017-13:00,1.6,60,1013.5,168.7,2.3,90,0
15.11.2017-14:00,0.9,60,1014.1,134.1,2.6,86,0
15.11.2017-15:00,1.7,60,1014.4,71.2,2.8,85,0
15.11.2017-16:00,2,25,1015.3,9.7,1.9,82,0
15.11.2017-17:00,2.3,0,1016,-6.7,2.1,75,0
15.11.2017-18:00,2.9,0,1016.3,-6.7,2.6,68,0
15.11.2017-19:00,1.9,0,1017.4,-7.3,1.3,77,0
15.11.2017-20:00,1.6,0,1018.4,-7.2,0,83,0
15.11.2017-21:00,1.2,0,1018.5,-6.8,-0.4,86,0
15.11.2017-22:00,0.7,0,1019,-6.9,-0.7,87,0
15.11.2017-23:00,0.4,0,1019,-6.8,-1.3,88,0
16.11.2017-00:00,1.2,0,1019.3,-6.9,-1.6,87,0
16.11.2017-01:00,0.9,0,1019.1,-6.6,-0.8,83,0
16.11.2017-02:00,3,0,1018.7,-7.4,-1.8,87,0
16.11.2017-03:00,1.3,0,1018.6,-6.8,-2,89,0
16.11.2017-04:00,2.6,0,1018.2,-6.8,-2.4,88,0
16.11.2017-05:00,2.4,0,1017.8,-6.6,-1.8,87,0
16.11.2017-06:00,1.2,0,1018.2,-6.8,-2.5,91,0
16.11.2017-07:00,1.1,0,1017.8,-7,-2.9,91,0
16.11.2017-08:00,2.3,0,1017.6,-6.6,-2.6,90,0
16.11.2017-09:00,1.9,20,1016.9,14.5,-1.6,89,0
16.11.2017-10:00,0.5,10,1016.3,55.6,0.2,85,94.8333
16.11.2017-11:00,0.9,11,1015.6,63.1,1,85,336.6666
16.11.2017-12:00,1.3,0,1014.3,42.6,1.2,85,341.5
16.11.2017-13:00,1.1,0,1012.8,30.3,2,83,236.1667
16.11.2017-14:00,1.8,0,1011.1,29.5,2.1,89,194
16.11.2017-15:00,1.8,0,1009.2,-0.8,3.4,98,12
16.11.2017-16:00,2.3,0,1007,-4.7,4.4,98,0
16.11.2017-17:00,2.2,0,1005,-5,5.2,98,0
16.11.2017-18:00,2,0,1003.1,-4.2,5.7,98,0
16.11.2017-19:00,2.6,0,1002.1,-4.4,6,99,0
16.11.2017-20:00,1.8,0,1001.7,-4.5,5.9,98,0
16.11.2017-21:00,1.2,0,1002.8,-5.4,4.8,91,0
16.11.2017-22:00,1.6,0,1003.4,-7,3.6,90,0
16.11.2017-23:00,0.7,0,1004.1,-7,2.8,83,0
17.11.2017-00:00,0.5,0,1004.7,-7.4,1.1,90,0
17.11.2017-01:00,1.5,0,1005.1,-7.4,2.1,85,0
17.11.2017-02:00,1.8,0,1005.5,-7.5,0.5,91,0
17.11.2017-03:00,3.6,0,1006.1,-6.4,2.3,73,0
17.11.2017-04:00,1.6,0,1006.5,-7.1,0.9,77,0
17.11.2017-05:00,3.7,0,1007.4,-6.8,3.7,63,0
17.11.2017-06:00,1.4,0,1007.6,-7,2.4,67,0
17.11.2017-07:00,4.1,0,1007.6,-7.6,1.5,72,0
17.11.2017-08:00,3,0,1007.6,-6.4,2.2,76,0
17.11.2017-09:00,2.2,19,1007,5.9,2.4,74,0
17.11.2017-10:00,4.7,59,1007,61.8,3.3,70,0
17.11.2017-11:00,4.6,60,1006.7,122.4,4.4,68,157.5
17.11.2017-12:00,4.7,39,1006.1,118.4,4.2,71,1607.6667
17.11.2017-13:00,3.3,45,1005.6,130.1,6.4,66,638.1667
17.11.2017-14:00,1.1,60,1005.3,145.7,6.4,67,380.3334
17.11.2017-15:00,5,19,1004.4,47,6.3,64,136.1667
17.11.2017-16:00,4,0,1005.1,3.2,5.4,68,5.1667
17.11.2017-17:00,3,0,1004.5,-6.6,4.7,72,0
17.11.2017-18:00,4.7,0,1003.8,-6.7,4.7,70,0
17.11.2017-19:00,2.5,0,1003.3,-7,4.1,70,0
17.11.2017-20:00,1.7,0,1002.7,-6.9,3.4,79,0
17.11.2017-21:00,3.5,0,1002,-6.3,4.1,82,0
17.11.2017-22:00,3.8,0,1001.6,-6.2,3.8,82,0
17.11.2017-23:00,2.1,0,1001.3,-6.2,3.5,83,0
18.11.2017-00:00,3.9,0,1000.1,-6.6,2.8,86,0
18.11.2017-01:00,1,0,999.6,-6.8,1.7,90,0
18.11.2017-02:00,1.8,0,998.9,-6.6,1.3,92,0
18.11.2017-03:00,2,0,998,-6.2,1.4,92,0
18.11.2017-04:00,1.7,0,997,-6.6,0.3,94,0
18.11.2017-05:00,1,0,996.4,-6.9,0.6,94,0
18.11.2017-06:00,2.6,0,996.3,-7.1,0.2,93,0
18.11.2017-07:00,0.3,0,995.9,-7.4,-0.8,94,0
18.11.2017-08:00,1.1,0,995.6,-7.3,-0.9,95,0
18.11.2017-09:00,0.7,0,995.9,-0.4,-0.8,95,0
18.11.2017-10:00,0.8,35,995.6,48.6,0.1,98,0
18.11.2017-11:00,1,45,995.1,139.4,1.1,96,522.6667
18.11.2017-12:00,1.8,9,994.7,54.3,1,90,461.1667
18.11.2017-13:00,0.8,0,994.1,22.1,1.2,85,257
18.11.2017-14:00,1.1,3,993.2,15.8,1.4,82,91
18.11.2017-15:00,0.8,20,992.4,38.7,1.6,80,0
18.11.2017-16:00,1.7,5,992,5.2,0.7,81,0
18.11.2017-17:00,1.2,0,991.3,-6.8,-0.2,86,0
18.11.2017-18:00,1.7,0,990.5,-6.6,0.3,86,0
18.11.2017-19:00,2.8,0,990.6,-6.3,0.2,87,0
18.11.2017-20:00,4,0,991,-5.5,0.7,85,0
18.11.2017-21:00,4.8,0,991.6,-5.2,0.6,86,0
18.11.2017-22:00,4.1,0,991.9,-5.1,1.1,84,0
18.11.2017-23:00,5.2,0,992.8,-5.7,0.7,91,0
19.11.2017-00:00,5.6,0,993.8,-5.6,1.2,87,0
19.11.2017-01:00,5.8,0,994.9,-5.6,0.5,84,0
19.11.2017-02:00,6.5,0,996.1,-5.4,0.2,79,0
19.11.2017-03:00,6.7,0,997.2,-5.7,-0.5,76,0
19.11.2017-04:00,7.4,0,997.9,-5.2,-0.4,72,0
19.11.2017-05:00,7.5,0,998.9,-5.2,-0.4,73,0
19.11.2017-06:00,5.3,0,999.8,-5.5,-0.7,73,0
19.11.2017-07:00,5.3,0,1000.7,-5.9,-0.5,72,0
19.11.2017-08:00,5.4,0,1001.5,-5.8,-0.3,69,0
19.11.2017-09:00,4.7,0,1002.4,-0.2,-0.4,67,0
19.11.2017-10:00,5.1,46,1003.1,36.7,-0.2,64,0
19.11.2017-11:00,7,60,1003.6,114.7,1.4,56,0
19.11.2017-12:00,4.5,39,1004.3,134,0.7,60,286.1666
19.11.2017-13:00,4.2,50,1004.5,130.9,1.8,56,192.4999
19.11.2017-14:00,3,60,1004.6,121,2.1,53,69.3334
19.11.2017-15:00,1.8,60,1005,61.4,1.8,54,0
19.11.2017-16:00,1.2,30,1005.5,5.2,0,62,0
19.11.2017-17:00,1.6,0,1006,-8.3,-1.8,73,0
19.11.2017-18:00,1.4,0,1006.3,-8.2,-1.6,71,0
19.11.2017-19:00,1.1,0,1006.7,-6.9,-2.1,75,0
19.11.2017-20:00,1.5,0,1007.1,-6.3,-1.2,70,0
19.11.2017-21:00,0.8,0,1007.5,-6.5,-1.7,75,0
19.11.2017-22:00,1.8,0,1007.7,-6.3,-1.3,74,0
19.11.2017-23:00,2.5,0,1007.8,-6.2,-1.1,72,0
20.11.2017-00:00,1.5,0,1008.1,-6.7,-2.3,77,0
20.11.2017-01:00,1.2,0,1008.3,-7.6,-2.7,80,0
20.11.2017-02:00,1.6,0,1008.3,-6.8,-3.4,83,0
20.11.2017-03:00,0.9,0,1008.8,-7.1,-3.9,86,0
20.11.2017-04:00,1.9,0,1009.2,-7.2,-4.7,87,0
20.11.2017-05:00,2,0,1009.4,-7.2,-4.6,87,0
20.11.2017-06:00,1.8,0,1009.6,-6.8,-4.7,87,0
20.11.2017-07:00,1.6,0,1009.7,-6.9,-4.7,86,0
20.11.2017-08:00,1.7,0,1010,-7.1,-5.1,86,0
20.11.2017-09:00,1.2,18,1010.5,2.2,-5.1,86,0
20.11.2017-10:00,0.3,60,1010.9,51.5,-4.5,86,0
20.11.2017-11:00,0.8,60,1010.9,109.2,-2,77,264.8333
20.11.2017-12:00,0.4,60,1010.7,142.9,-1.6,74,1344.1667
20.11.2017-13:00,0.5,60,1010.5,143.8,0.2,68,378.3333
20.11.2017-14:00,1.6,60,1010.3,110.7,-0.9,75,197.1667
20.11.2017-15:00,1.2,38,1010.5,42,-0.9,77,52.3333
20.11.2017-16:00,0.4,0,1010.3,-0.7,-1.5,81,0
20.11.2017-17:00,0.8,0,1010.3,-6.2,-1.3,78,0
20.11.2017-18:00,1.2,0,1010.4,-5.7,-1.4,77,0
20.11.2017-19:00,0.5,0,1010.5,-5.7,-1.4,77,0
20.11.2017-20:00,1.7,0,1010.6,-6.1,-1.5,77,0
20.11.2017-21:00,0.8,0,1010.6,-6,-1.5,77,0
20.11.2017-22:00,1,0,1010.6,-6.2,-1.4,79,0
20.11.2017-23:00,0.5,0,1010.8,-6.3,-1.7,79,0
21.11.2017-00:00,0.7,0,1010.9,-6.8,-1.8,81,0
21.11.2017-01:00,0.5,0,1011.1,-7,-2.1,83,0
21.11.2017-02:00,1.5,0,1011.1,-6,-2.1,80,0
21.11.2017-03:00,0.6,0,1011.2,-6.2,-2.3,81,0
21.11.2017-04:00,2.1,0,1011.2,-6.1,-2.7,87,0
21.11.2017-05:00,1.6,0,1011.5,-6,-2.6,87,0
21.11.2017-06:00,1.6,0,1011.6,-5.6,-2.6,83,0
21.11.2017-07:00,2.7,0,1011.7,-5.2,-2.8,83,0
21.11.2017-08:00,2.8,0,1012.3,-5.5,-2.9,81,0
21.11.2017-09:00,1.8,0,1012.8,-2.2,-2.7,80,0
21.11.2017-10:00,2.2,0,1013,15,-2.7,78,0
21.11.2017-11:00,2.9,5,1013.2,56.1,-2.7,76,129.9167
21.11.2017-12:00,1.7,35,1013.1,110,-2.7,76,253.8333
21.11.2017-13:00,1.9,60,1013,146.4,-2.1,72,0
21.11.2017-14:00,2,60,1012.9,113.5,-2.4,69,0
21.11.2017-15:00,2.4,36,1012.9,43.2,-3,73,0
21.11.2017-16:00,2.8,0,1013.4,-1.5,-4.2,78,0
21.11.2017-17:00,3.5,0,1013.3,-6.8,-5,80,0
21.11.2017-18:00,1.3,0,1013.3,-6.4,-5.8,83,0
21.11.2017-19:00,1.9,0,1013.2,-6.7,-5.7,78,0
21.11.2017-20:00,1.8,0,1013.1,-6.9,-6.2,83,0
21.11.2017-21:00,1.6,0,1013.1,-6.4,-6.8,86,0
21.11.2017-22:00,2.3,0,1013,-6.9,-6.8,80,0
21.11.2017-23:00,2.4,0,1012.3,-6.2,-6.5,75,0
22.11.2017-00:00,1.4,0,1011.8,-5.3,-6.1,73,0
22.11.2017-01:00,1.7,0,1011.5,-5.5,-5.9,75,0
22.11.2017-02:00,4.3,0,1010.5,-5.4,-6.3,70,0
22.11.2017-03:00,4.4,0,1010.1,-5.1,-6.9,73,0
22.11.2017-04:00,6.2,0,1009.2,-4.6,-7.2,75,0
22.11.2017-05:00,4.4,0,1008.7,-4.6,-7,75,0
22.11.2017-06:00,4.4,0,1007.8,-4.6,-7,83,0
22.11.2017-07:00,5.5,0,1006.6,-4.5,-6.8,84,0
22.11.2017-08:00,6.7,0,1005.4,-4.6,-6.9,83,0
22.11.2017-09:00,7.3,0,1004.8,-3.3,-6.5,79,0
22.11.2017-10:00,6.1,0,1003.5,1.2,-6,82,0
22.11.2017-11:00,7.7,0,1002.4,9.1,-5.4,84,0
22.11.2017-12:00,5.2,0,1001.7,19,-4.8,86,0
22.11.2017-13:00,6,0,1000.6,19.4,-4.2,82,0
22.11.2017-14:00,5.9,0,999.6,18.2,-3.6,84,0
22.11.2017-15:00,6.9,0,998.3,6.2,-3.2,87,0
22.11.2017-16:00,7.1,0,997,-3,-2.5,86,0
22.11.2017-17:00,5.5,0,996.4,-4.7,-1.8,86,0
22.11.2017-18:00,5.5,0,995.2,-4.6,-1.3,85,0
22.11.2017-19:00,6.1,0,994.3,-4.5,-1.1,88,0
22.11.2017-20:00,4.9,0,992.9,-4.7,-0.4,89,0
22.11.2017-21:00,4.7,0,991.3,-3.8,0.4,91,0
22.11.2017-22:00,3.7,0,990.3,-3.6,1.2,92,0
22.11.2017-23:00,3.8,0,988.7,-3.8,1.8,92,0
23.11.2017-00:00,3.6,0,987.7,-3.9,2,93,0
23.11.2017-01:00,2,0,987.2,-3.8,2.2,94,0
23.11.2017-02:00,1,0,986.5,-4.5,1.6,97,0
23.11.2017-03:00,1,0,985.9,-4.3,1.4,97,0
23.11.2017-04:00,1,0,985.3,-4.4,2.3,98,0
23.11.2017-05:00,1.6,0,984.8,-4.8,3.2,98,0
23.11.2017-06:00,0.6,0,984.3,-4.6,3.9,98,0
23.11.2017-07:00,6,0,983.9,-4.6,6.8,98,0
23.11.2017-08:00,5.8,0,983.7,-4.5,7.3,95,0
23.11.2017-09:00,6.7,0,983.2,-4.1,7.4,94,0
23.11.2017-10:00,6.8,0,983.3,-1.7,7.7,95,0
23.11.2017-11:00,7,0,982.9,0.7,8.1,94,0
23.11.2017-12:00,7.5,0,982.9,3.6,8.4,93,0
23.11.2017-13:00,7.4,0,983,2.2,8.5,91,0
23.11.2017-14:00,7.1,0,982.5,0.2,8.5,94,0
23.11.2017-15:00,6.4,0,982,-0.5,8.5,94,0
23.11.2017-16:00,7.1,0,980.9,-4.1,8.6,94,0
23.11.2017-17:00,8.8,0,980.6,-3.8,8.7,94,0
23.11.2017-18:00,6.4,0,980.6,-3.9,9.1,91,0
23.11.2017-19:00,8.7,0,982.9,-4.9,7.6,74,0
23.11.2017-20:00,6.2,0,984.8,-6.5,5.7,76,0
23.11.2017-21:00,6.3,0,985.9,-6.2,5.2,74,0
23.11.2017-22:00,5.8,0,987.1,-5.9,4.9,75,0
23.11.2017-23:00,3.5,0,988.1,-6.6,4.4,78,0
24.11.2017-00:00,3.3,0,988.8,-6.3,4.3,77,0
24.11.2017-01:00,2,0,989.8,-6.4,4.1,80,0
24.11.2017-02:00,1.5,0,990.3,-6.7,3.2,84,0
24.11.2017-03:00,1.5,0,991,-7,2,89,0
24.11.2017-04:00,0.6,0,992,-7,1.1,94,0
24.11.2017-05:00,3.2,0,992.9,-6.8,2,90,0
24.11.2017-06:00,3.5,0,993.8,-6,2.7,85,0
24.11.2017-07:00,2.9,0,994.5,-6,2.3,85,0
24.11.2017-08:00,1.7,0,995.1,-6.4,1.9,87,0
24.11.2017-09:00,3.5,1,996,-1.7,2.4,84,0
24.11.2017-10:00,3.8,56,996.8,41.9,2.6,84,0
24.11.2017-11:00,2.8,60,996.8,116.7,3.9,76,0
24.11.2017-12:00,4.7,21,997.7,64.2,3.1,76,0
24.11.2017-13:00,4.3,56,997.7,118,4.2,71,431
24.11.2017-14:00,4.7,58,997.9,96.5,3.7,69,364.9999
24.11.2017-15:00,5.2,54,998.4,38.5,3.3,73,287.3333
24.11.2017-16:00,4.3,4,998.8,0.2,3.1,73,40.6667
24.11.2017-17:00,4.8,0,999.3,-5.8,3.1,73,0
24.11.2017-18:00,3,0,999.6,-6,2.8,76,0
24.11.2017-19:00,3.5,0,1000,-6.4,2.9,76,0
24.11.2017-20:00,3.3,0,1000.6,-6.3,2,80,0
24.11.2017-21:00,3.3,0,1000.9,-6.7,1.4,84,0
24.11.2017-22:00,2.5,0,1001.6,-6.4,1.5,78,0
24.11.2017-23:00,2.6,0,1001.4,-6.1,1.3,78,0
25.11.2017-00:00,3,0,1001.7,-6.6,1,80,0
25.11.2017-01:00,2.4,0,1002,-6.8,0.3,82,0
25.11.2017-02:00,2.8,0,1002,-6.6,0.3,81,0
25.11.2017-03:00,2.5,0,1002,-6.6,0.6,83,0
25.11.2017-04:00,0.4,0,1001.2,-6.8,-0.7,89,0
25.11.2017-05:00,0.5,0,1000.8,-6,0.1,90,0
25.11.2017-06:00,1.7,0,1000.2,-5.7,1.1,90,0
25.11.2017-07:00,1.8,0,1000.2,-5.1,1.8,87,0
25.11.2017-08:00,2.6,0,1000.2,-5.4,1.4,86,0
25.11.2017-09:00,2.2,0,1000.3,-3.3,1.2,86,0
25.11.2017-10:00,2.4,36,1000.3,26.9,0.9,88,0
25.11.2017-11:00,2.5,49,1000.7,90.8,2,85,93.5
25.11.2017-12:00,2.6,15,1000.4,80.4,1.8,83,1559.3334
25.11.2017-13:00,1.7,41,1000.1,126,2.1,79,743.6666
25.11.2017-14:00,1.6,60,1000.3,100.7,1.9,81,865.3333
25.11.2017-15:00,0.8,54,1000.2,42.3,1.4,85,410.6666
25.11.2017-16:00,1.7,16,1000.4,0.5,0.7,89,29
25.11.2017-17:00,1.2,0,1000.8,-6.1,1,90,0
25.11.2017-18:00,1.7,0,1001,-6.7,0.3,92,0
25.11.2017-19:00,0.9,0,1000.9,-6.7,0.5,92,0
25.11.2017-20:00,0.6,0,1001.1,-7,0.2,93,0
25.11.2017-21:00,1.4,0,1001,-6.2,0.5,94,0
25.11.2017-22:00,1.4,0,1000.9,-5.8,0.7,93,0
25.11.2017-23:00,1.4,0,1000.7,-5.5,0.7,94,0
26.11.2017-00:00,0.6,0,1000.8,-5.6,0.5,94,0
26.11.2017-01:00,0.7,0,1000.6,-6.8,0,95,0
26.11.2017-02:00,0.8,0,1000.3,-6.1,0.6,96,0
26.11.2017-03:00,0.6,0,999.9,-6,0.7,96,0
26.11.2017-04:00,0.5,0,999.4,-6.1,0.8,95,0
26.11.2017-05:00,0.6,0,998.8,-6.8,1.1,95,0
26.11.2017-06:00,1.8,0,998.3,-6.7,1.8,95,0
26.11.2017-07:00,2.8,0,998.3,-5.1,1.7,95,0
26.11.2017-08:00,1.1,0,998.3,-5.1,1.5,97,0
26.11.2017-09:00,1.2,0,998.1,-4.7,1.7,97,0
26.11.2017-10:00,1.6,0,997.9,-2,2.1,97,0
26.11.2017-11:00,0.7,0,997.8,21.4,2.6,97,0
26.11.2017-12:00,1.3,0,997.4,18.4,2.8,95,595.6666
26.11.2017-13:00,2.5,0,996.8,26.5,3.5,95,593.6667
26.11.2017-14:00,0.9,0,996.5,15.2,3.6,94,603.3333
26.11.2017-15:00,2.4,0,996.5,4.9,3.5,94,181.6667
26.11.2017-16:00,1.5,0,996.5,-5.1,3.2,94,7.6667
26.11.2017-17:00,2.5,0,996.6,-6.8,2.8,94,0
26.11.2017-18:00,3.1,0,997,-6.3,2.4,93,0
26.11.2017-19:00,3,0,997.3,-6.4,2,93,0
26.11.2017-20:00,2.2,0,998.1,-6.1,2.1,90,0
26.11.2017-21:00,0.5,0,998.6,-6,2.1,92,0
26.11.2017-22:00,1.1,0,999.2,-6.5,2.2,91,0
26.11.2017-23:00,3,0,999.7,-6.1,2.1,85,0
27.11.2017-00:00,2.2,0,1000.2,-6.1,1.8,85,0
27.11.2017-01:00,1.9,0,1000.6,-6.3,1.6,85,0
27.11.2017-02:00,0.9,0,1001.2,-5.9,1.1,88,0
27.11.2017-03:00,3,0,1001.5,-5,1.7,82,0
27.11.2017-04:00,2.8,0,1001.8,-5.4,1,82,0
27.11.2017-05:00,1.8,0,1002.6,-5.6,0.4,87,0
27.11.2017-06:00,1.1,0,1002.4,-6.4,0.2,88,0
27.11.2017-07:00,1.3,0,1002.5,-5.7,0.1,88,0
27.11.2017-08:00,2.3,0,1002.8,-5.5,0.6,86,0
27.11.2017-09:00,1.8,0,1003.1,-2.8,0.6,85,0
27.11.2017-10:00,1.3,0,1003,17.7,0.7,83,0
27.11.2017-11:00,1.1,0,1003.2,26.4,1,84,311.0001
27.11.2017-12:00,1.5,0,1003,24.8,0.5,89,352.6667
27.11.2017-13:00,2.1,0,1002.7,42.6,0.5,87,614.6667
27.11.2017-14:00,2.1,0,1002.4,23.1,0.6,84,506.6667
27.11.2017-15:00,2.9,0,1001.8,3.1,0,90,61
27.11.2017-16:00,3.5,0,1001.7,-4.4,-0.2,89,0
27.11.2017-17:00,3,0,1001.5,-5.4,-0.3,88,0
27.11.2017-18:00,4.5,0,1000.9,-5.4,-0.4,88,0
27.11.2017-19:00,6.2,0,1000.5,-5.2,-0.5,89,0
27.11.2017-20:00,5.9,0,1000.3,-5,-0.3,87,0
27.11.2017-21:00,6.8,0,1000.1,-5.2,-0.3,86,0
27.11.2017-22:00,7.9,0,999.8,-5,-0.3,85,0
27.11.2017-23:00,7.5,0,999.4,-4.9,-0.5,86,0
28.11.2017-00:00,7.9,0,999.1,-4.9,-0.6,86,0
28.11.2017-01:00,7.8,0,998.8,-4.6,-0.5,84,0
28.11.2017-02:00,8.9,0,998.6,-4.6,-0.6,84,0
28.11.2017-03:00,8.9,0,998.5,-4.7,-0.7,82,0
28.11.2017-04:00,9.5,0,998.6,-4.5,-0.8,83,0
28.11.2017-05:00,9.1,0,998.4,-4.5,-0.8,83,0
28.11.2017-06:00,10,0,998.5,-4.3,-1.1,87,0
28.11.2017-07:00,8.6,0,998.8,-4.2,-1,84,0
28.11.2017-08:00,8.6,0,999.2,-4.2,-1,85,0
28.11.2017-09:00,9.2,0,999.7,-2.6,-0.8,83,0
28.11.2017-10:00,9.1,0,999.9,19.8,-0.5,80,0
28.11.2017-11:00,8.4,0,1000.2,25.1,-0.3,81,0
28.11.2017-12:00,7.5,0,1000.2,33.4,-0.5,85,0
28.11.2017-13:00,9.2,0,1000.3,27.6,-0.2,82,0
28.11.2017-14:00,8.9,0,1000.3,28.4,-0.2,83,0
28.11.2017-15:00,8.3,0,1000.5,19.8,-0.3,83,0
28.11.2017-16:00,8.2,0,1000.7,0.7,-0.1,78,0
28.11.2017-17:00,6,0,1001,-4.7,-0.6,83,0
28.11.2017-18:00,8.3,0,1001,-5,-0.5,81,0
28.11.2017-19:00,7.7,0,1001.1,-4.7,-0.5,82,0
28.11.2017-20:00,8.2,0,1001,-4.7,-0.3,82,0
28.11.2017-21:00,5.8,0,1001,-4.9,0,85,0
28.11.2017-22:00,5.7,0,1001.2,-5.3,0.1,84,0
28.11.2017-23:00,5.6,0,1001.4,-5.2,0.1,83,0
29.11.2017-00:00,4.7,0,1001.4,-5.6,0.1,83,0
29.11.2017-01:00,6.2,0,1001.5,-5.4,0.1,80,0
29.11.2017-02:00,7.5,0,1001.8,-5,0.1,80,0
29.11.2017-03:00,7.2,0,1001.5,-4.8,0.2,77,0
29.11.2017-04:00,8.2,0,1001.2,-4.8,0.5,80,0
29.11.2017-05:00,6.6,0,1001.3,-5.5,0.5,79,0
29.11.2017-06:00,6.6,0,1001.3,-5.2,0.4,79,0
29.11.2017-07:00,6.8,0,1001.6,-5.1,0.2,77,0
29.11.2017-08:00,6.4,0,1001.6,-5.6,-0.1,75,0
29.11.2017-09:00,4.8,0,1002,-3.6,-0.2,73,0
29.11.2017-10:00,5.9,11,1002.3,29.2,0.2,72,0
29.11.2017-11:00,5,1,1002.5,82.9,0.2,70,0
29.11.2017-12:00,3.4,1,1002.3,88.4,0.5,68,0
29.11.2017-13:00,3.2,4,1002.3,75.5,0.3,69,0
29.11.2017-14:00,3.2,0,1002.1,54,-0.3,71,0
29.11.2017-15:00,3,24,1002,36.8,-0.6,70,0
29.11.2017-16:00,3.1,0,1002,0.5,-0.9,72,0
29.11.2017-17:00,3.5,0,1002,-5,-0.7,72,0
29.11.2017-18:00,3.5,0,1001.9,-5,-0.7,71,0
29.11.2017-19:00,2,0,1002.1,-5.1,-0.9,74,0
29.11.2017-20:00,2.6,0,1002,-4.9,-0.8,74,0
29.11.2017-21:00,3.2,0,1002,-5.1,-0.8,74,0
29.11.2017-22:00,4,0,1002.2,-5.1,-1.2,81,0
29.11.2017-23:00,4.4,0,1002.3,-5,-1.4,82,0
30.11.2017-00:00,4.5,0,1002.1,-4.9,-1.1,78,0
30.11.2017-01:00,4,0,1002.2,-5,-1.2,79,0
30.11.2017-02:00,3.4,0,1002.1,-4.9,-1.1,78,0
30.11.2017-03:00,3,0,1002.2,-4.8,-1.1,77,0
30.11.2017-04:00,3.5,0,1002.4,-4.8,-1.2,77,0
30.11.2017-05:00,3.2,0,1002.6,-4.9,-1.3,80,0
30.11.2017-06:00,3.3,0,1002.8,-5,-1.1,77,0
30.11.2017-07:00,1.9,0,1003.2,-4.9,-1,75,0
30.11.2017-08:00,4.2,0,1004,-5.2,-0.8,74,0
30.11.2017-09:00,4.5,0,1004.7,-4.4,-0.6,71,0
30.11.2017-10:00,5.3,0,1005.3,5.2,-0.7,72,0
30.11.2017-11:00,4.5,0,1006.2,15,-0.8,73,0
30.11.2017-12:00,7,0,1006.7,31.3,-0.7,74,0
30.11.2017-13:00,5,0,1007.5,44.1,-0.7,76,0
30.11.2017-14:00,5.6,0,1007.9,22.5,-0.6,74,0
30.11.2017-15:00,5.9,0,1008.5,3.1,-0.4,73,0
30.11.2017-16:00,6.6,0,1009.7,-3.5,-0.4,74,0
30.11.2017-17:00,5.9,0,1010.8,-5.4,-0.6,78,0
30.11.2017-18:00,4.3,0,1011.9,-5.4,-0.1,73,0
30.11.2017-19:00,4.2,0,1012.9,-5.4,0.1,71,0
30.11.2017-20:00,4.6,0,1013.6,-5.3,0.2,69,0
30.11.2017-21:00,3.2,0,1014.3,-5.6,0.2,69,0
30.11.2017-22:00,2,0,1015.2,-6,0.1,68,0
30.11.2017-23:00,1.8,0,1016,-5.3,-0.1,71,0
01.12.2017-00:00,2.6,0,1016.3,-5.1,-0.2,70,0
01.12.2017-01:00,3,0,1016.7,-5.1,-0.4,70,0
01.12.2017-02:00,2.7,0,1017,-5,-0.6,69,0
01.12.2017-03:00,0.9,0,1017.2,-5.5,-0.7,68,0
01.12.2017-04:00,1.6,0,1017.5,-6,-0.8,67,0
01.12.2017-05:00,1.7,0,1018,-6.1,-1.2,66,0
01.12.2017-06:00,2.2,0,1018.2,-6.2,-1.4,66,0
01.12.2017-07:00,2.3,0,1018.4,-6.3,-2.2,68,0
01.12.2017-08:00,2.8,0,1018.3,-6.6,-2.6,70,0
01.12.2017-09:00,0.5,0,1018.4,-4.9,-3.5,75,0
01.12.2017-10:00,0.6,33,1018.9,20.8,-3.3,74,0
01.12.2017-11:00,1.5,60,1018.7,76.1,-1,64,0
01.12.2017-12:00,0.7,60,1018.2,110.6,-0.7,62,383
01.12.2017-13:00,2,60,1017.9,114.8,0.7,58,426.3333
01.12.2017-14:00,2.3,60,1018.1,85.1,-0.4,61,62.6667
01.12.2017-15:00,3.3,60,1018,35.4,-0.9,61,0
01.12.2017-16:00,1.3,3,1017.8,-2.6,-2.5,67,0
01.12.2017-17:00,1.9,0,1017.8,-7.1,-3,68,0
01.12.2017-18:00,3.4,0,1017.6,-7,-3.8,71,0
01.12.2017-19:00,1.7,0,1017.7,-7.1,-4.9,73,0
01.12.2017-20:00,1.3,0,1017.7,-7.1,-5.5,74,0
01.12.2017-21:00,1.9,0,1017.7,-7.8,-6.4,79,0
01.12.2017-22:00,1.8,0,1017.6,-6.8,-7,81,0
01.12.2017-23:00,1.7,0,1017.4,-6.5,-7.2,81,0
02.12.2017-00:00,2.2,0,1017.2,-6.3,-7,80,0
02.12.2017-01:00,1.9,0,1016.9,-5.8,-6.7,81,0
02.12.2017-02:00,1.8,0,1016.5,-6.6,-7.3,84,0
02.12.2017-03:00,2.1,0,1016.4,-6.4,-7.6,86,0
02.12.2017-04:00,2,0,1015.7,-5.3,-6.6,82,0
02.12.2017-05:00,1.7,0,1015.5,-5.5,-5.8,83,0
