unique_id,amount,date_time_of_pickup,longitude_of_pickup,latitude_of_pickup,longitude_of_dropoff,latitude_of_dropoff,no_of_passenger
15:00.0,14.9,2009-01-27 10:15:00 UTC,-73.991517,40.750545,-73.953543,40.784987,5
43:48.0,3.7,2010-10-07 11:43:48 UTC,-73.956978,40.780832,-73.961812,40.774165,1
48:00.0,6.5,2012-01-11 00:48:00 UTC,-73.998417,40.760837,-74.00825,40.7375,2
17:30.0,5.7,2010-10-02 21:17:30 UTC,-73.962737,40.758853,-73.966725,40.77154,1
25:28.0,5.3,2011-04-06 23:25:28 UTC,-73.977795,40.754803,-73.991359,40.750088,1
41:00.0,8,2014-05-15 05:41:00 UTC,-73.929605,40.767725,-73.949175,40.742815,2
39:09.0,26.5,2014-10-17 13:39:09 UTC,-73.960242,40.7109,-73.987497,40.753934,1
24:14.0,6.5,2011-01-06 09:24:14 UTC,-73.98695,40.736584,-74.000354,40.721464,1
12:39.0,28.5,2012-09-28 13:12:39 UTC,-73.976821,40.756407,-73.972465,40.675767,1
08:52.0,9.7,2009-02-10 09:08:52 UTC,-73.954519,40.787609,-73.957963,40.76497,1
31:00.0,6.9,2010-01-08 12:31:00 UTC,-73.971845,40.746368,-73.95499,40.764395,1
28:00.0,10.1,2012-02-24 17:28:00 UTC,-73.969025,40.7578,-73.988762,40.76875,1
02:43.0,7.5,2014-04-19 00:02:43 UTC,-73.993591,40.721639,-73.982374,40.731718,1
24:12.0,16.9,2011-06-14 00:24:12 UTC,-73.950087,40.8097,-73.97955,40.737421,1
58:23.0,6.5,2012-04-18 10:58:23 UTC,-73.982962,40.762812,-73.99097,40.75036,1
07:00.0,30.33,2013-11-08 07:07:00 UTC,-73.957225,40.783002,-73.861372,40.768122,1
22:21.0,2.5,2010-07-09 16:22:21 UTC,-73.974789,40.756379,-73.974789,40.756379,1
27:00.0,7.3,2010-08-28 11:27:00 UTC,-73.993927,40.724708,-73.993147,40.740022,1
50:00.0,8.1,2012-07-25 02:50:00 UTC,-73.99784,40.724128,-74.001547,40.707937,1
58:54.0,6,2013-08-04 00:58:54 UTC,-74.003667,40.726372,-73.995277,40.721573,2
16:04.0,6.5,2014-10-23 00:16:04 UTC,-73.990911,40.723516,-73.998869,40.734087,1
51:00.0,21.47,2010-10-24 11:51:00 UTC,-73.972428,40.745828,-73.879022,40.728513,1
03:31.0,8.9,2011-07-23 01:03:31 UTC,-73.976226,40.744458,-73.985052,40.721053,1
47:00.0,7.7,2012-04-12 09:47:00 UTC,-73.977228,40.764282,-73.99038,40.751257,6
56:52.0,7.5,2013-05-31 20:56:52 UTC,-73.985994,40.748838,-73.989987,40.762198,4
50:54.0,7.7,2009-10-18 12:50:54 UTC,-73.978955,40.73646,-73.965877,40.759852,2
22:00.0,16.9,2011-11-23 15:22:00 UTC,-74.007018,40.716078,-73.972795,40.76186,2
30:00.0,10,2013-02-07 08:30:00 UTC,-73.978713,40.763938,-73.986578,40.742662,5
14:00.0,7,2014-06-12 21:14:00 UTC,-73.970678,40.764602,-73.98908,40.777035,1
02:00.0,6.5,2009-05-29 22:02:00 UTC,-74.00299,40.731122,-73.998442,40.735265,6
33:00.0,3.7,2011-08-20 01:33:00 UTC,-73.984522,40.733027,-73.990072,40.725327,5
25:00.0,6.5,2014-01-24 23:25:00 UTC,-73.986123,40.756125,-73.978935,40.762867,1
42:41.0,15.5,2009-03-16 17:42:41 UTC,-74.012516,40.705209,-74.000776,40.681446,2
57:00.0,6.1,2010-10-19 11:57:00 UTC,-73.996253,40.748263,-73.993113,40.736575,3
28:19.0,8,2013-12-29 12:28:19 UTC,-73.981811,40.780254,-73.997597,40.761573,1
00:25.0,19,2015-05-06 11:00:25 UTC,-73.95297241,40.77618027,-73.9865036,40.75384521,2
19:01.0,26.5,2014-03-07 01:19:01 UTC,-73.988049,40.764278,-73.959059,40.67183,1
16:01.0,11.3,2011-09-22 08:16:01 UTC,-73.9748,40.783,-73.9831,40.7615,1
09:00.0,45,2011-12-22 05:09:00 UTC,-73.985605,40.727097,-73.798263,40.644877,1
51:00.0,9.3,2009-03-07 11:51:00 UTC,-74.010232,40.719745,-74.004335,40.750225,1
35:00.0,30.1,2009-06-23 07:35:00 UTC,-73.97483,40.756153,-73.884043,40.749765,1
04:46.0,14.5,2013-02-07 07:04:46 UTC,-73.954672,40.780613,-73.996965,40.737527,1
08:03.0,12.5,2010-03-18 02:08:03 UTC,-73.978248,40.729503,-73.947838,40.784561,1
23:00.0,8.9,2011-08-29 18:23:00 UTC,-73.987912,40.74338,-73.996922,40.728817,1
00:32.0,6.5,2014-01-20 23:00:32 UTC,-73.961976,40.713547,-73.941311,40.715393,2
50:00.0,3.3,2010-01-24 03:50:00 UTC,-73.916295,40.757777,-73.921573,40.757273,5
00:00.0,10.1,2010-11-24 10:00:00 UTC,-73.996338,40.748116,-73.974141,40.762358,1
27:00.0,3.7,2011-12-25 14:27:00 UTC,-73.99046,40.745973,-73.990038,40.749852,1
04:12.0,9.7,2012-01-05 19:04:12 UTC,-73.956473,40.781189,-73.982584,40.772384,1
11:00.0,6.1,2012-01-25 08:11:00 UTC,-73.979012,40.747067,-73.992027,40.745652,1
51:31.0,26.1,2010-09-25 04:51:31 UTC,-73.983304,40.759049,-73.836582,40.719214,1
20:43.0,15.5,2013-11-20 07:20:43 UTC,-73.978939,40.77734,-73.97546,40.741309,1
22:00.0,8.5,2009-02-24 09:22:00 UTC,-73.994797,40.751022,-73.990312,40.769963,1
45:00.0,10.5,2011-10-21 19:45:00 UTC,-73.993733,40.756847,-73.98583,40.727787,5
31:00.0,4.1,2012-01-02 09:31:00 UTC,-73.947297,40.776055,-73.947297,40.776055,5
21:43.0,6.5,2013-04-07 00:21:43 UTC,-73.989107,40.721243,-73.980799,40.71223,1
32:26.0,10.5,2010-08-21 21:32:26 UTC,-73.993281,40.729686,-73.976105,40.698081,1
01:37.0,4.1,2011-03-16 18:01:37 UTC,-73.973741,40.764514,-73.967048,40.764188,1
14:05.0,8.9,2012-04-19 21:14:05 UTC,-73.999387,40.749021,-73.987737,40.730965,2
21:00.0,3.7,2012-08-10 19:21:00 UTC,-73.989797,40.735085,-73.988035,40.738015,1
10:30.0,4,2013-10-11 20:10:30 UTC,-74.004357,40.713356,-74.010484,40.716186,1
08:00.0,10.5,2014-12-03 14:08:00 UTC,-73.97928,40.75476,-73.98792,40.74569,1
06:00.0,5.7,2009-04-15 08:06:00 UTC,-73.9744,40.760067,-73.969423,40.769272,1
47:00.0,10.5,2009-06-30 19:47:00 UTC,-74.017905,40.709462,-74.000502,40.734608,1
10:00.0,5.7,2010-06-30 13:10:00 UTC,-73.98208,40.774703,-73.981208,40.78673,1
01:00.0,24.9,2011-03-27 02:01:00 UTC,-73.958193,40.717398,-73.953193,40.822507,1
04:43.0,7,2013-12-31 02:04:43 UTC,-73.955505,40.799589,-73.972281,40.796564,2
46:00.0,11,2014-06-12 10:46:00 UTC,-73.96997,40.759802,-73.988447,40.747615,1
49:57.0,12.5,2015-06-20 17:49:57 UTC,-73.96357727,40.76596451,-73.95669556,40.80259705,4
46:22.0,10.5,2009-07-25 10:46:22 UTC,-73.953968,40.767057,-73.992891,40.757921,1
10:00.0,8.9,2010-04-27 09:10:00 UTC,-73.97635,40.759118,-74.001747,40.74045,1
06:00.0,5.3,2010-06-20 11:06:00 UTC,-73.97799,40.741538,-73.991655,40.748978,1
35:00.0,11.3,2009-12-10 02:35:00 UTC,-73.983632,40.738283,-73.987565,40.748845,2
51:37.0,6.9,2012-07-09 10:51:37 UTC,-73.993154,40.735935,-74.00814,40.73074,1
00:49.0,5.3,2010-01-12 10:00:49 UTC,-73.990455,40.75701,-73.987074,40.766745,1
50:05.0,5.7,2010-01-13 16:50:05 UTC,-73.97636,40.756071,-73.962507,40.759225,1
25:00.0,8.5,2014-08-23 14:25:00 UTC,-73.981465,40.780745,-73.971193,40.800208,1
34:25.0,7.5,2015-03-17 22:34:25 UTC,-73.9925766,40.72095871,-73.9989624,40.73415756,1
04:00.0,7.7,2011-05-12 17:04:00 UTC,-73.968712,40.754748,-73.981057,40.733983,2
47:00.0,5.7,2011-06-20 08:47:00 UTC,-73.978992,40.763545,-73.977875,40.757708,1
00:00.0,7.5,2014-11-16 18:00:00 UTC,-73.97147,40.76405,-73.954995,40.785952,1
32:01.0,19,2015-03-05 04:32:01 UTC,-73.99559021,40.74927139,-73.94682312,40.81858826,2
42:23.0,8.9,2011-02-28 19:42:23 UTC,-73.983506,40.762557,-73.982907,40.739553,1
28:21.0,7.3,2012-05-16 20:28:21 UTC,-73.982041,40.777132,-73.959194,40.775163,1
19:46.0,4.9,2009-08-16 17:19:46 UTC,-73.99486,40.73997,-73.982052,40.740347,1
44:00.0,5.3,2011-07-10 03:44:00 UTC,-73.998293,40.713657,-73.983162,40.718552,1
31:35.0,8,2013-06-23 16:31:35 UTC,-74.005505,40.745766,-73.984237,40.761432,1
03:35.0,10.1,2009-10-23 20:03:35 UTC,-73.940534,40.793304,-73.981658,40.777734,1
07:00.0,5.3,2010-03-27 11:07:00 UTC,-73.988752,40.748102,-73.979623,40.760317,1
51:06.0,4.9,2011-03-16 04:51:06 UTC,-73.994152,40.75112,-73.997749,40.761439,1
35:12.0,66,2013-10-18 08:35:12 UTC,-73.975221,40.756303,-73.861697,40.76833,2
55:48.0,34,2014-12-08 14:55:48 UTC,-73.776725,40.645419,-73.932551,40.686115,1
18:00.0,36.8,2010-01-11 11:18:00 UTC,-73.870738,40.77365,-74.000262,40.758623,1
22:20.0,10.9,2010-06-02 23:22:20 UTC,-74.009382,40.704526,-73.992136,40.749187,1
13:37.0,22.1,2011-07-24 15:13:37 UTC,-73.948315,40.724691,-73.966977,40.772335,1
18:00.0,6.5,2011-09-12 12:18:00 UTC,-73.97738,40.779468,-73.965618,40.800597,3
54:31.0,5.3,2012-04-28 15:54:31 UTC,-73.984,40.743208,-73.987418,40.750221,2
01:00.0,8,2013-11-03 20:01:00 UTC,-73.96237,40.762942,-73.980732,40.744485,5
07:09.0,36.33,2014-01-26 16:07:09 UTC,0,0,0,0,2
45:35.0,5,2014-04-05 18:45:35 UTC,-73.98272,40.77701,-73.972935,40.7851,1
13:02.0,5.3,2009-11-15 11:13:02 UTC,-73.960732,40.769578,-73.97592,40.763284,1
52:00.0,57.33,2014-05-12 19:52:00 UTC,-73.78185,40.644772,-73.992883,40.756645,1
21:26.0,45,2009-10-18 18:21:26 UTC,-73.789187,40.641764,-73.98469,40.748657,3
08:29.0,8.9,2011-05-13 16:08:29 UTC,-73.965803,40.790343,-73.949604,40.772558,3
43:06.0,6.5,2011-08-19 18:43:06 UTC,-74.009294,40.720651,-74.014383,40.717986,1
36:00.0,7,2013-02-07 01:36:00 UTC,-74.001922,40.730527,-74.001282,40.71998,1
32:00.0,4.1,2010-04-24 14:32:00 UTC,-73.912602,40.759038,-73.910677,40.756783,4
25:00.0,10.5,2013-06-09 06:25:00 UTC,-73.982245,40.731767,-73.953892,40.770577,1
24:28.0,10.5,2014-01-04 09:24:28 UTC,-73.980533,40.734158,-73.990151,40.719376,2
09:00.0,56.8,2012-12-21 18:09:00 UTC,-74.005638,40.736822,-73.790245,40.646805,1
12:00.0,8.5,2009-08-21 20:12:00 UTC,-73.984897,40.761912,-73.984897,40.761912,1
01:00.0,6.5,2010-06-30 19:01:00 UTC,0,0,0,0,1
33:42.0,6,2014-04-22 16:33:42 UTC,-73.977864,40.783722,-73.966235,40.791441,1
32:01.0,6.1,2009-10-09 12:32:01 UTC,-73.975394,40.765326,-73.966454,40.766154,1
57:09.0,4.1,2010-01-29 08:57:09 UTC,-73.962916,40.765726,-73.960467,40.773829,1
57:00.0,8.9,2011-03-04 23:57:00 UTC,-73.937593,40.758192,-73.937593,40.758192,1
41:02.0,27.3,2011-09-18 23:41:02 UTC,-74.010015,40.711828,-73.929034,40.775723,1
24:18.0,10.5,2012-12-05 19:24:18 UTC,0,0,0,0,1
05:41.0,7,2013-06-09 23:05:41 UTC,-73.992951,40.758126,-73.976996,40.74696,1
22:00.0,57.33,2013-05-20 23:22:00 UTC,-73.781132,40.644972,-73.981998,40.756262,3
28:16.0,6.5,2013-08-19 18:28:16 UTC,-73.990922,40.760927,-73.994895,40.750028,1
44:00.0,10.5,2013-01-31 18:44:00 UTC,-74.00577,40.740237,-73.995952,40.723077,1
44:51.0,35,2014-03-21 23:44:51 UTC,-73.958809,40.678709,-73.948547,40.783888,3
05:02.0,7.7,2010-01-28 15:05:02 UTC,-73.981576,40.773396,-73.997136,40.756271,2
56:00.0,4.1,2010-08-09 19:56:00 UTC,-73.973695,40.761953,-73.964595,40.76794,1
20:40.0,5.7,2012-05-15 21:20:40 UTC,-73.981946,40.751052,-73.989424,40.737457,1
29:20.0,12.5,2012-12-29 21:29:20 UTC,-73.990704,40.756291,-73.956855,40.774927,1
29:00.0,12,2013-04-18 08:29:00 UTC,-73.985555,40.753127,-73.957532,40.782752,1
17:31.0,7.7,2009-06-12 10:17:31 UTC,-73.9828,40.771815,-73.998939,40.764212,3
49:00.0,4.5,2014-09-24 20:49:00 UTC,-73.967122,40.77224,-73.96951,40.765252,1
00:00.0,14,2013-10-14 13:00:00 UTC,-73.970492,40.77955,-73.968738,40.764555,1
28:00.0,5.3,2010-07-30 19:28:00 UTC,0,0,0,0,3
53:45.0,5.3,2010-10-30 01:53:45 UTC,-73.974656,40.791045,-73.987875,40.779504,1
56:17.0,5,2012-12-18 05:56:17 UTC,-73.977909,40.763217,-73.989509,40.769529,1
15:50.0,10.5,2009-12-11 07:15:50 UTC,-74.004886,40.737618,-73.969844,40.761908,1
44:10.0,7.7,2011-12-25 22:44:10 UTC,-73.991927,40.749154,-73.97128,40.750688,1
12:38.0,13,2012-09-10 21:12:38 UTC,-73.983525,40.768106,-73.985908,40.735204,1
32:26.0,5.3,2011-07-17 18:32:26 UTC,-73.993486,40.758685,-73.99515,40.749936,1
41:31.0,10.9,2011-09-20 08:41:31 UTC,-73.97848,40.763241,-74.000183,40.758568,1
57:00.0,3,2014-01-08 05:57:00 UTC,-73.985901,40.767942,-73.989381,40.762967,1
15:19.0,13,2015-04-13 16:15:19 UTC,-73.99058533,40.75155258,-73.96219635,40.75811005,2
29:00.0,8.5,2010-12-04 23:29:00 UTC,-73.968682,40.76182,-73.976495,40.758658,2
12:00.0,8.5,2012-09-15 18:12:00 UTC,-74.003798,40.748262,-73.978848,40.75205,1
02:00.0,7,2013-04-24 14:02:00 UTC,-73.987801,40.769966,-73.975538,40.765408,2
15:36.0,10,2014-06-21 16:15:36 UTC,-73.984462,40.764498,-73.957081,40.768255,1
46:56.0,8.5,2009-06-12 00:46:56 UTC,-73.985479,40.717867,-74.006866,40.735658,1
04:57.0,11,2013-01-19 10:04:57 UTC,-73.968521,40.801791,-73.980806,40.774768,1
29:46.0,10.5,2009-01-10 10:29:46 UTC,-73.94829,40.770485,-73.981999,40.768381,1
32:00.0,4.9,2010-11-16 20:32:00 UTC,-73.994633,40.725003,-74.0036,40.717538,1
34:24.0,5.7,2010-11-20 11:34:24 UTC,-73.977304,40.751809,-73.986125,40.749085,1
22:00.0,6.5,2009-05-31 12:22:00 UTC,-73.991298,40.744037,-73.979648,40.765487,1
13:31.0,11.5,2013-05-10 22:13:31 UTC,-73.982268,40.772264,-74.007142,40.741484,1
13:00.0,6.5,2013-05-21 07:13:00 UTC,-73.99199,40.742375,-73.98106,40.750432,1
51:00.0,10.5,2014-01-09 20:51:00 UTC,-74.006697,40.748692,-73.978712,40.752277,1
25:42.0,18.5,2010-12-16 00:25:42 UTC,-73.926627,40.771256,-73.988702,40.723092,2
59:29.0,6.5,2013-03-04 08:59:29 UTC,-73.971845,40.795173,-73.981415,40.780542,1
03:41.0,12.1,2010-06-02 08:03:41 UTC,-73.959938,40.770458,-73.96337,40.810672,1
26:32.0,9.3,2012-01-15 22:26:32 UTC,-73.954072,40.770373,-73.984998,40.757859,1
36:00.0,8.5,2012-09-21 00:36:00 UTC,-74.005948,40.706328,-73.997192,40.722015,1
08:00.0,8,2012-10-19 18:08:00 UTC,-73.983612,40.72167,-73.983783,40.738067,1
05:58.0,7.3,2009-03-27 09:05:58 UTC,-73.971482,40.746844,-73.976413,40.758195,1
29:00.0,49.57,2010-04-11 14:29:00 UTC,-73.984132,40.757232,-73.788792,40.641548,1
04:00.0,50,2012-11-14 18:04:00 UTC,-73.808157,40.721075,-73.808157,40.721077,2
37:00.0,7,2013-08-27 20:37:00 UTC,-74.004348,40.747422,-73.98684,40.76279,1
26:13.0,10.5,2014-09-26 22:26:13 UTC,-73.941821,40.717676,-73.952681,40.695057,1
11:00.0,6.5,2014-12-13 01:11:00 UTC,-73.97631,40.750702,-73.965722,40.760007,1
01:00.0,13.5,2014-02-04 14:01:00 UTC,-73.98611,40.753312,-73.99689,40.725282,1
42:50.0,6.5,2015-06-10 17:42:50 UTC,-73.9705658,40.75183868,-73.97496033,40.73707581,1
20:06.0,15.3,2010-01-08 07:20:06 UTC,-73.912545,40.745983,-73.963775,40.692052,1
54:00.0,21.5,2013-03-10 12:54:00 UTC,-73.98809,40.731887,-73.965262,40.805977,2
13:00.0,8.5,2010-05-06 21:13:00 UTC,-73.972825,40.785637,-73.986387,40.759197,2
53:41.0,8,2012-09-16 11:53:41 UTC,-74.002582,40.716121,-73.988367,40.722798,1
58:35.0,5.5,2014-07-22 14:58:35 UTC,-73.98318,40.755592,-73.990272,40.751373,2
09:00.0,5.7,2009-04-06 16:09:00 UTC,-73.945398,40.774373,-73.959862,40.78121,1
40:16.0,6.5,2009-04-07 08:40:16 UTC,-73.984984,40.768866,-73.980159,40.757544,1
45:00.0,8.9,2011-11-10 03:45:00 UTC,-73.963585,40.803096,-73.941371,40.828712,1
27:49.0,5,2015-03-14 12:27:49 UTC,-73.96202087,40.76796341,-73.96025848,40.76294708,1
03:00.0,4.5,2009-07-29 08:03:00 UTC,-73.967455,40.760437,-73.959627,40.771223,1
59:00.0,10.1,2010-02-26 17:59:00 UTC,-73.947407,40.775995,-73.980187,40.767462,1
33:35.0,7.3,2010-05-23 11:33:35 UTC,-73.982035,40.771535,-73.978307,40.785779,1
54:00.0,36.9,2011-11-15 18:54:00 UTC,-73.986163,40.759062,-73.861627,40.768318,5
02:00.0,8,2013-10-15 07:02:00 UTC,-73.931583,40.765482,-73.944892,40.747655,1
44:00.0,6.5,2013-12-07 19:44:00 UTC,-74.004355,40.709227,-74.004462,40.723992,1
39:34.0,18,2015-03-02 11:39:34 UTC,-73.95557404,40.76574707,-73.99640656,40.72121811,1
30:00.0,10.1,2009-12-08 14:30:00 UTC,-73.97695,40.737933,-73.998675,40.737303,1
47:06.0,12.5,2010-01-23 00:47:06 UTC,-73.991984,40.725754,-73.960915,40.778167,2
03:10.0,7.7,2012-03-01 15:03:10 UTC,-73.984563,40.764497,-73.99904,40.761358,0
54:00.0,6.5,2009-10-10 03:54:00 UTC,-73.992062,40.72586,-74.010267,40.711453,2
45:31.0,6.1,2012-01-26 12:45:31 UTC,-73.966427,40.773307,-73.97396,40.764783,1
04:00.0,4.5,2013-06-30 03:04:00 UTC,-73.991302,40.739087,-74.000542,40.74289,4
49:00.0,23.3,2009-10-18 15:49:00 UTC,-73.968748,40.764908,-73.855242,40.747035,1
43:00.0,4.1,2011-04-19 14:43:00 UTC,-73.983788,40.759612,-73.989522,40.756813,2
26:51.0,13,2015-04-27 13:26:51 UTC,-73.9723053,40.75000381,-73.98018646,40.77071381,1
48:15.0,43.54,2015-06-19 12:48:15 UTC,-73.87098694,40.77366638,-73.98432159,40.75980377,2
01:00.0,8,2013-03-17 21:01:00 UTC,-73.993715,40.756892,-73.981373,40.763532,2
02:30.0,9.7,2012-07-03 18:02:30 UTC,-73.989232,40.743655,-73.981681,40.771664,1
17:49.0,13,2012-11-27 09:17:49 UTC,-74.011479,40.710936,-74.002829,40.756127,3
16:00.0,12.5,2012-12-14 13:16:00 UTC,-73.990485,40.73092,-74.00193,40.742067,1
43:38.0,5.3,2010-02-13 01:43:38 UTC,-73.985359,40.731753,-73.992305,40.725536,1
13:00.0,4.5,2011-01-24 20:13:00 UTC,-73.979395,40.752123,-73.971325,40.7584,5
51:00.0,4.9,2011-08-03 19:51:00 UTC,-73.978397,40.761582,-73.981978,40.770823,1
57:00.0,85.5,2012-09-04 10:57:00 UTC,-73.870795,40.773672,-73.632732,40.654172,1
33:18.0,12,2013-06-12 19:33:18 UTC,-73.955065,40.764992,-73.970861,40.789229,2
52:00.0,4.5,2009-09-14 18:52:00 UTC,-73.986602,40.742138,-73.978528,40.752428,1
56:00.0,12.9,2010-12-30 22:56:00 UTC,0,0,0,0,2
36:14.0,20.5,2014-06-14 14:36:14 UTC,-73.958193,40.81537,-73.974775,40.75352,1
30:50.0,14,2015-04-09 23:30:50 UTC,-73.98906708,40.7298851,-73.98475647,40.77015305,2
05:55.0,25.3,2011-12-14 15:05:55 UTC,-73.965697,40.790341,-73.877791,40.738532,1
44:00.0,5.3,2012-05-11 07:44:00 UTC,-73.98732,40.73307,-73.98022,40.74746,5
23:20.0,2.5,2012-11-25 09:23:20 UTC,-73.930818,40.661788,-73.930823,40.661784,1
46:29.0,5.7,2010-10-11 21:46:29 UTC,-73.986246,40.756474,-73.981802,40.764825,1
33:44.0,14.9,2011-03-24 18:33:44 UTC,-73.95849005,39.60574285,-73.94129207,39.66307328,1
39:00.0,5,2013-03-18 19:39:00 UTC,-73.988725,40.718911,-73.997777,40.718485,1
44:10.0,6.9,2010-06-28 11:44:10 UTC,-74.005292,40.740158,-73.998507,40.727159,1
17:00.0,36.9,2011-01-17 16:17:00 UTC,-73.870658,40.773597,-73.962293,40.657415,1
58:43.0,8.5,2012-01-12 10:58:43 UTC,-74.011457,40.722328,-73.996861,40.747093,1
53:00.0,13.5,2014-02-06 18:53:00 UTC,-73.967432,40.759305,-73.936912,40.79398,6
37:59.0,4.1,2011-05-01 04:37:59 UTC,-73.989677,40.729558,-73.982763,40.739098,0
24:14.0,6.9,2011-12-31 19:24:14 UTC,-73.94495,40.787414,-73.962989,40.76265,1
13:09.0,8.5,2013-07-08 12:13:09 UTC,-73.995552,40.759631,-73.990543,40.751207,1
08:29.0,11.5,2014-03-03 18:08:29 UTC,-73.969526,40.761626,-74.002481,40.760744,1
38:45.0,32.67,2010-05-21 12:38:45 UTC,-73.870889,40.77377,-73.988172,40.739419,1
22:00.0,16.1,2012-07-10 07:22:00 UTC,-73.964152,40.760787,-74.011357,40.702592,1
32:00.0,7.5,2012-11-16 16:32:00 UTC,-73.992195,40.725562,-73.986515,40.743227,1
56:50.0,8,2013-01-30 00:56:50 UTC,-73.986861,40.73359,-73.996561,40.751049,1
42:00.0,12.5,2013-03-20 08:42:00 UTC,-73.992095,40.7503,-73.972925,40.751637,3
55:27.0,11.3,2010-04-16 02:55:27 UTC,-73.987589,40.721458,-73.974832,40.680394,1
38:00.0,10.9,2010-09-14 09:38:00 UTC,-73.97299,40.761388,-73.938533,40.828857,1
09:00.0,28.1,2011-10-24 05:09:00 UTC,-73.992857,40.723187,-73.875525,40.771482,3
07:09.0,13.3,2012-01-22 00:07:09 UTC,-74.002643,40.733867,-73.956261,40.764579,1
18:00.0,22.5,2012-08-30 12:18:00 UTC,-73.98905,40.774087,-73.986537,40.70447,1
45:00.0,7,2013-02-09 17:45:00 UTC,-73.97928,40.76376,-73.965092,40.753565,4
12:28.0,10.9,2009-05-20 09:12:28 UTC,-73.978564,40.765071,-73.962064,40.779366,4
56:00.0,6.9,2009-10-09 20:56:00 UTC,-73.982352,40.76648,-73.984623,40.74993,3
45:00.0,5.3,2010-09-29 18:45:00 UTC,-73.982272,40.776462,-73.972645,40.786603,1
01:00.0,36.5,2011-12-30 14:01:00 UTC,-73.87077,40.773538,-73.993102,40.756363,4
08:00.0,12.9,2012-03-03 00:08:00 UTC,-73.980652,40.7536,-73.95524,40.741527,1
01:34.0,52,2015-03-14 05:01:34 UTC,-73.9804306,40.77012634,-73.78874969,40.64739227,1
00:24.0,4.9,2012-01-07 18:00:24 UTC,-73.963252,40.774927,-73.966187,40.768821,2
23:07.0,10.5,2012-05-13 03:23:07 UTC,-74.000736,40.721051,-73.99299,40.758524,1
43:00.0,7.5,2013-06-26 20:43:00 UTC,-74.010155,40.719765,-73.995805,40.7254,5
41:00.0,8,2012-10-05 20:41:00 UTC,-73.925637,40.80775,-73.925637,40.80775,5
50:00.0,16,2012-12-18 11:50:00 UTC,-73.953722,40.76746,-73.9832,40.753743,1
01:51.0,10.5,2013-06-05 19:01:51 UTC,-73.976127,40.743788,-74.005251,40.751487,2
47:30.0,7.3,2010-02-18 17:47:30 UTC,-74.008806,40.704278,-74.00878,40.7194,2
29:38.0,9.3,2012-03-02 14:29:38 UTC,-74.007407,40.727658,-74.000378,40.757576,1
06:32.0,8.5,2012-10-14 13:06:32 UTC,-73.986517,40.739962,-73.969381,40.763471,1
11:00.0,7,2013-01-07 11:11:00 UTC,-73.920848,40.759802,-73.925967,40.77188,3
47:32.0,10.5,2014-08-11 08:47:32 UTC,-73.994249,40.751251,-73.972594,40.762732,1
39:45.0,45.3,2012-12-17 15:39:45 UTC,-73.865712,40.770406,-73.986229,40.760685,2
44:00.0,7,2013-05-16 19:44:00 UTC,-73.99422,40.72849,-73.997302,40.716547,1
33:35.0,13,2014-02-25 15:33:35 UTC,-73.95551,40.773413,-73.986164,40.767397,3
16:16.0,7,2015-06-27 17:16:16 UTC,-73.97259521,40.75646973,-73.96068573,40.75884247,2
42:00.0,17.3,2009-06-12 23:42:00 UTC,-73.982328,40.78017,-73.931987,40.850927,4
42:00.0,10.1,2009-08-06 19:42:00 UTC,-73.976443,40.759138,-74.004093,40.729878,2
27:13.0,4.5,2012-11-15 16:27:13 UTC,-73.994773,40.740013,-73.988889,40.748013,1
51:00.0,9,2014-05-06 14:51:00 UTC,-74.00615,40.72316,-73.989987,40.73367,1
13:00.0,12.9,2009-03-10 08:13:00 UTC,-74.006235,40.73382,-73.973212,40.74997,2
44:10.0,15,2009-03-24 23:44:10 UTC,-74.003071,40.723202,-73.982493,40.6659,1
15:29.0,50.5,2009-12-19 06:15:29 UTC,-73.786035,40.641653,-73.977947,40.752295,1
47:51.0,8.5,2011-11-08 23:47:51 UTC,-73.99389,40.721049,-73.966974,40.713153,2
15:00.0,5,2013-01-31 20:15:00 UTC,-73.98009,40.742892,-73.975415,40.751262,6
26:10.0,11,2014-08-09 03:26:10 UTC,-73.987779,40.732372,-74.007499,40.705301,2
27:00.0,8.1,2010-02-28 15:27:00 UTC,-73.976337,40.78082,-73.967903,40.76256,1
01:03.0,6.5,2014-05-04 11:01:03 UTC,-74.000259,40.761342,-73.992094,40.7516,1
57:00.0,5.3,2010-11-12 14:57:00 UTC,-73.966167,40.76181,-73.95607,40.770383,1
59:00.0,12.5,2011-07-30 21:59:00 UTC,-73.844373,40.72141,-73.831582,40.679642,1
33:00.0,5.5,2013-04-19 20:33:00 UTC,-73.974442,40.762287,-73.98417,40.762975,2
21:51.0,13.5,2013-05-08 06:21:51 UTC,-73.994595,40.750497,-73.953327,40.76506,2
26:00.0,18.1,2010-02-24 21:26:00 UTC,-73.982517,40.757493,-73.94262,40.786218,3
20:30.0,4.5,2011-05-09 22:20:30 UTC,-73.999122,40.749615,-73.992108,40.744029,1
27:29.0,6.1,2009-07-09 18:27:29 UTC,-73.982086,40.744586,-74.000147,40.747835,1
18:59.0,2.5,2010-07-16 16:18:59 UTC,-73.902059,40.763875,-73.902059,40.763875,1
13:50.0,4.9,2010-11-18 03:13:50 UTC,-73.998151,40.720207,-73.989968,40.735163,1
26:15.0,6.1,2009-05-02 12:26:15 UTC,-73.953965,40.770358,-73.964791,40.760153,1
